Strain,Type,Rating,Effects,Flavor,Description,labels
LucidBolt,indica,5,GigglyHungryRelaxedSleepyTalkative,BlueberryBerryEarthy,Lucid Bolt is a functional indicadominant hybrid bred to brighten the mind and relax the body These genetics were cultivated by Paradise Seeds and have become exceptionally popular with allday consumers seeking a strain that is mentally alert but kind on the extremities This strain finishes relatively quickly coming to maturity in approximately 8 to 9 weeks ,1
M39,indica,3,RelaxedSleepyHappyHungryEuphoric,WoodyEarthyLemon,The offspring of Northern Lights 5 and Skunk 1 M39 is a difficult crop to grow properly However when grown correctly the M39 marijuana strain has a fruity and lemon taste with many trichomes and very visible crystals The buds are very compact heavy and dense Flowering time is about 45 days with the strains THC content measuringup to 165,1
MkUltra,indica,4,RelaxedEuphoricSleepyHappyHungry,EarthyPungentWoody,Named after the methods of mental manipulation employed by the CIAs Project MKUltra this indicadominant strain stands apart due to its powerful cerebral effects A cross betweenmostlysativa hybrid OG Kush and indica G13 this strain is bred by THSeeds and won 1st place Indica at the High Times Cannabis Cup in 2003 and 2nd place in 2004 Indoor growing is facilitated by the plants short stature and its above average yield delivers particularly sticky dense pungent flowers MK Ultra is renowned for its hypnotic effects that are fastacting and best used when strong medication is desired As evidenced by its collection of awards this indica is one of the strongest in the world It might be best for a day when not getting off the couch would be fine,1
MadScientist,indica,4,RelaxedUpliftedFocusedEuphoricHappy,WoodyPungentPine,Mad Scientist or MadS by Sannies Seeds is an indicadominant concoction that combines Herijuana and White Widow genetics With a THC profile that often stretches to 24 Mad Scientist delivers powerfully relaxing effects that ease the mind and body into a peaceful sedation Hints of sweet lemon and coffee release on the exhale and its dense buds are powdered with a snowwhite blanket of crystal resin,1
Madagascar,indica,4,SleepyRelaxedHungryHappyEuphoric,EarthySweetSkunk,Madagascar is an indica with a clean floral smell In true indica spirit this strain produces a heavybodied quick and powerful sensation that is great for putting you to sleep in a hurry Madagascars effects arent the longestlasting but they hit quickly making this strain great for those who just need a little help tackling insomnia,1
Madcow,sativa,3,SleepyUpliftedEnergeticRelaxedTalkative,SweetEarthyAmmonia,Madcow descends from two highenergy sativas Durban Poison and Purple Cow With a heavy blanket of crystal resin this strain is a solid choice for veteran consumers and for making concentrates This pureblooded sativa will hit you with weightless cerebral effects and induce fits of laughter Smooth yet spicy this flower releases a flavor similar to that of butterscotch,0
Madzilla,indica,5,TinglyUpliftedEuphoricHappyRelaxed,EarthyWoodyPine,Madzilla is an indicastrain from Los Angelesthat crosses King Louis XIII and OG Raskals Fire OG Its big bulbous colas are an array of dark green hues with bright orange pistils and a thick layer of sticky trichomes Madzilla carries a sweet pine aroma and an earthy taste with floral undertones The fullbody indica effects calm the mind and relaxsore muscles and body pains,1
MagLandrace,indica,4,RelaxedHappySleepyEuphoricUplifted,EarthySweetPungent,Mag Landraceby Ataraxia is an Iranian landrace propagated in the great state of Illinois This heavy bud grow dense flower speckled with vivid hues of purple and orange The strains aroma is a mixture of earthy spice and diesel while the effects lay into the body helping mitigate pain stress and restlessness,1
MagicBeansOg,indica,4,HappySleepyEuphoricRelaxedTingly,LemonWoodyPine,Magic Beans OG is a sticky indica strain with heavy relaxing effects Known for its weighted sensation on the body and earthy sweet aroma Magic Beans OG is a soothing strain with a gentle herbaceous palate Enjoy this indica to combat insomnia stimulate appetite and to help manage pain Magic Beans OGs sedative qualities make it a perfect nightcap and a musthave for indica enthusiasts ,1
MagnumPi,sativa,4,UpliftedFocusedEnergeticEuphoricCreative,TropicalCitrusOrange,Magnum PI is a sativadominant strain with its genetic origins cloaked in a Hawaiian shirt of pure mystery This stimulating cross supposedly created by Seahorse Gardens near the Puget Sound exhibits hints of citrus and sweet earth on the nose The effects have been described as clearheaded and stimulating which makes this strain a perfect accompaniment for outdoor activities,0
MakoHaze,sativa,4,EuphoricHappyRelaxedHungryUplifted,PineCitrusEarthy,Mako Haze is named after the shark that has a reputation for speed and power and the strain has the same reputation for its effects that come on quickly This 75 sativa strain was created by Kiwiseeds and quickly became popular in the companys native Amsterdam for its smooth smoke and energetic effects It has also earned recognition in the US as the 1st Prize winner in the sativa category at the 2006 High Times Cannabis Cup Mako Haze is the product of breeding Haze with Kiwi Green Like many fellow sativas its a slow grower flowering at 1013 weeks but produces a high yield of buds covered in sticky THC crystals Testing has placed this strains THC content at over 19 ,0
Malakoff,sativa,3,FocusedTalkativeCreativeEnergeticHappy,SweetEarthyWoody,Bred by Medical Seeds Co Malakoff is an 8020 sativadominant strain that crosses Strawberry Haze and White Widow Malakoff tends to hit with a strong cerebral effect making it a great choice for users who prefer a creative and energizing high It may also offer therapeutic qualities for those suffering from anxiety or depression This strain flowers in about 70 to 75 days and can be harvested midOctober,0
Malawi,sativa,4,EnergeticUpliftedFocusedHappyCreative,EarthyFloweryGrape,Malawi is a pure sativa strain that comes from the Salima region of Malawi in southeast Africa This strain has an extremely long flowering time sometimes up to 120 days Always worth the wait Malawi produces long and resincoated buds a great smoke for anyoccasion,0
Mango,indica,4,RelaxedSleepyHappyEuphoricFocused,MangoEarthySweet,The Mango cannabis strain has been around since the early 1960s In 1991 it was crossed with KC 33 to give us the current Mango strain Its buds have been known to grow very large about the size of a softball and can be up to a foot and a half in length The foliage turns to a deep redpurple color with a smell and taste of sweet mango Mango takes 9 to11 weeks to flowerand has a THC content of 1520,1
MangoDream,sativa,3,TalkativeHappyEuphoricRelaxedCreative,MangoTropicalEarthy,Mango Dream might be just the fresh burst of energy you need to get going Most likely a cross of Mango and Blue Dream this sativa serves up an instant mental boost much like a morning cup of coffee While it can have mild pain relief effects this Dream is more for those who are looking for a cerebral rush Flowers will be frosty with trichomes and have rich mangohued hairs,0
MangoHaze,sativa,4,HappyRelaxedEuphoricFocusedUplifted,MangoSweetTropical,Mango Haze is a mostly sativa strain bred by Mr Nice Seeds who crossed Northern Lights 5 Skunk and Haze to create this uplifting fruity variety Though similar to its sibling strain Super Silver Haze Mango Haze exhibits a distinctive mango aroma coupled with a buzzing cerebral sensation,0
Mangolicious,indica,5,UpliftedFocusedRelaxedGigglyHappy,SweetTropicalPineapple,Mangolicious is an indicadominant cross of Big Bud and White Widow This cut expresses a tropical aroma and robust bud structure It has a relatively speedy flowering time and a generous yield thanks to its Big Bud genetics Mangoliciouss fullbody effects and pleasant mango smell speak to potentially high levels of myrcene a terpene known for its weighted couchlocking effect,1
MapleLeafIndica,indica,4,RelaxedSleepyTinglyEuphoricHappy,SweetButterWoody,The Maple Leaf is a heroic strain of Indica with fat leaves plump buds and caked with crystals Mls lineage spans from the Hindu Kush region in Afghanistan and has survived through some turbulent times due to the invading former USSR in the 80s The taste of the herb is sweet somewhat citrusy and smells of incense The effect of this wonderful strain has been known to act as an aphrodisiac and gives off a very relaxing and sensational body buzz Coupled with a loved one and some good music or a good movie Maple Leaf Indica can help provide the right mood for romanceor if enjoyed too much can bring on a deep sleep right in the middle of your plans  ,1
MarsOg,indica,4,RelaxedSleepyHungryEuphoricFocused,PineWoodyCitrus,Mars OG is one spacey indica Coming out of the California Bay Area Mars OG has been given its planetary name in reference to its growing conditions Planetary strains refer to strains which began indoors and were moved outdoors to complete the grow cycle in more natural conditions The end result is a dense bud with a high flowertoleaf ratio that produces a heavyhanded body buzz With a hearty thick taste and pungent smell Mars OG will take away your pains and easily put you to sleep,1
MartianMuffins,indica,0,,,Martian Muffins by Jahnetics is a heavy indica with famous parents Created by crossing GSC and Romulan this glittering multifaceted bud offers strong bag appeal and even stronger effects The strains quick onset and deeply relaxing effects make it wellsuited for consumers suffering from stress and anxiety Be aware of this strains strong sedating qualities especially when enjoyed in large amounts,1
